id_1,id_2
467,2671
2671,338
2671,2865
2671,2245
2671,1380
2671,3128
2671,2529
2671,2085
2671,1505
2671,2162
2671,175
2671,293
2671,467
2085,1386
1386,2085
2085,1319
1319,2085
175,2865
175,2529
175,2245
175,2085
175,338
175,3128
175,1505
175,2162
175,293
175,2671
2865,175
2865,2529
2865,2245
2865,2085
2865,338
2865,3128
2865,1505
2865,2162
2865,293
2865,2671
2529,175
2529,2865
2529,2245
2529,2085
2529,338
2529,3128
2529,1505
2529,2162
2529,293
2529,2671
2245,175
2245,2865
2245,2529
2245,2085
2245,338
2245,3128
2245,1505
2245,2162
2245,293
2245,2671
2085,175
2085,2865
2085,2529
2085,2245
2085,338
2085,3128
2085,1505
2085,2162
2085,293
2085,2671
338,175
338,2865
338,2529
338,2245
338,2085
338,3128
338,1505
338,2162
338,293
338,2671
3128,175
3128,2865
3128,2529
3128,2245
3128,2085
3128,338
3128,1505
3128,2162
3128,293
3128,2671
1505,175
1505,2865
1505,2529
1505,2245
1505,2085
1505,338
1505,3128
1505,2162
1505,293
1505,2671
2162,175
2162,2865
2162,2529
2162,2245
2162,2085
2162,338
2162,3128
2162,1505
2162,293
2162,2671
293,175
293,2865
293,2529
293,2245
293,2085
293,338
293,3128
293,1505
293,2162
293,2671
2671,175
2671,2865
2671,2529
2671,2245
2671,2085
2671,338
2671,3128
2671,1505
2671,2162
2671,293
2085,2865
2085,556
2085,2529
2085,2245
2085,2671
2865,2085
2865,556
2865,2529
2865,2245
2865,2671
556,2085
556,2865
556,2529
556,2245
556,2671
2529,2085
2529,2865
2529,556
2529,2245
2529,2671
2245,2085
2245,2865
2245,556
2245,2529
2245,2671
2671,2085
2671,2865
2671,556
2671,2529
2671,2245
1385,2926
1385,2628
1385,901
1385,2522
1385,732
2926,1385
2926,2628
2926,901
2926,2522
2926,732
2628,1385
2628,2926
2628,901
2628,2522
2628,732
901,1385
901,2926
901,2628
901,2522
901,732
2522,1385
2522,2926
2522,2628
2522,901
2522,732
732,1385
732,2926
732,2628
732,901
732,2522
699,1378
699,2926
699,951
699,777
1378,699
1378,2926
1378,951
1378,777
2926,699
2926,1378
2926,951
2926,777
951,699
951,1378
951,2926
951,777
777,699
777,1378
777,2926
777,951
1435,296
1435,2926
1435,833
1435,1548
296,1435
296,2926
296,833
296,1548
2926,1435
2926,296
2926,833
2926,1548
833,1435
833,296
833,2926
833,1548
1548,1435
1548,296
1548,2926
1548,833
2926,1385
2926,901
2926,879
1385,2926
1385,901
1385,879
901,2926
901,1385
901,879
879,2926
879,1385
879,901
2926,1385
2926,2628
2926,901
2926,2522
1385,2926
1385,2628
1385,901
1385,2522
2628,2926
2628,1385
2628,901
2628,2522
901,2926
901,1385
901,2628
901,2522
2522,2926
2522,1385
2522,2628
2522,901
2926,1385
2926,2324
2926,3215
2926,92
1385,2926
1385,2324
1385,3215
1385,92
2324,2926
2324,1385
2324,3215
2324,92
3215,2926
3215,1385
3215,2324
3215,92
92,2926
92,1385
92,2324
92,3215
2926,2343
2926,365
2926,777
2343,2926
2343,365
2343,777
365,2926
365,2343
365,777
777,2926
777,2343
777,365
2926,719
2926,1371
2926,365
2926,777
2926,951
2926,31
719,2926
719,1371
719,365
719,777
719,951
719,31
1371,2926
1371,719
1371,365
1371,777
1371,951
1371,31
365,2926
365,719
365,1371
365,777
365,951
365,31
777,2926
777,719
777,1371
777,365
777,951
777,31
951,2926
951,719
951,1371
951,365
951,777
951,31
31,2926
31,719
31,1371
31,365
31,777
31,951
2282,2926
2282,405
2282,1385
2282,3215
2282,865
2926,2282
2926,405
2926,1385
2926,3215
2926,865
405,2282
405,2926
405,1385
405,3215
405,865
1385,2282
1385,2926
1385,405
1385,3215
1385,865
3215,2282
3215,2926
3215,405
3215,1385
3215,865
865,2282
865,2926
865,405
865,1385
865,3215
2926,719
2926,1371
2926,699
2926,365
2926,777
2926,951
2926,31
719,2926
719,1371
719,699
719,365
719,777
719,951
719,31
1371,2926
1371,719
1371,699
1371,365
1371,777
1371,951
1371,31
699,2926
699,719
699,1371
699,365
699,777
699,951
699,31
365,2926
365,719
365,1371
365,699
365,777
365,951
365,31
777,2926
777,719
777,1371
777,699
777,365
777,951
777,31
951,2926
951,719
951,1371
951,699
951,365
951,777
951,31
31,2926
31,719
31,1371
31,699
31,365
31,777
31,951
2189,2926
2189,1385
2189,2833
2189,342
2189,901
2926,2189
2926,1385
2926,2833
2926,342
2926,901
1385,2189
1385,2926
1385,2833
1385,342
1385,901
2833,2189
2833,2926
2833,1385
2833,342
2833,901
342,2189
342,2926
342,1385
342,2833
342,901
901,2189
901,2926
901,1385
901,2833
901,342
2016,2926
2016,1486
2016,1451
2926,2016
2926,1486
2926,1451
1486,2016
1486,2926
1486,1451
1451,2016
1451,2926
1451,1486
2926,1385
2926,2189
2926,494
2926,204
1385,2926
1385,2189
1385,494
1385,204
2189,2926
2189,1385
2189,494
2189,204
494,2926
494,1385
494,2189
494,204
204,2926
204,1385
204,2189
204,494
2926,1385
2926,2324
2926,3215
2926,92
1385,2926
1385,2324
1385,3215
1385,92
2324,2926
2324,1385
2324,3215
2324,92
3215,2926
3215,1385
3215,2324
3215,92
92,2926
92,1385
92,2324
92,3215
2926,1908
2926,1700
2926,1801
1908,2926
1908,1700
1908,1801
1700,2926
1700,1908
1700,1801
1801,2926
1801,1908
1801,1700
2160,777
2160,2333
2160,2611
2160,2926
2160,2688
2160,1552
2160,1122
2160,365
777,2160
777,2333
777,2611
777,2926
777,2688
777,1552
777,1122
777,365
2333,2160
2333,777
2333,2611
2333,2926
2333,2688
2333,1552
2333,1122
2333,365
2611,2160
2611,777
2611,2333
2611,2926
2611,2688
2611,1552
2611,1122
2611,365
2926,2160
2926,777
2926,2333
2926,2611
2926,2688
2926,1552
2926,1122
2926,365
2688,2160
2688,777
2688,2333
2688,2611
2688,2926
2688,1552
2688,1122
2688,365
1552,2160
1552,777
1552,2333
1552,2611
1552,2926
1552,2688
1552,1122
1552,365
1122,2160
1122,777
1122,2333
1122,2611
1122,2926
1122,2688
1122,1552
1122,365
365,2160
365,777
365,2333
365,2611
365,2926
365,2688
365,1552
365,1122
2926,1385
2926,901
2926,879
1385,2926
1385,901
1385,879
901,2926
901,1385
901,879
879,2926
879,1385
879,901
2240,2926
2240,3081
2240,1385
2240,2324
2240,365
2926,2240
2926,3081
2926,1385
2926,2324
2926,365
3081,2240
3081,2926
3081,1385
3081,2324
3081,365
1385,2240
1385,2926
1385,3081
1385,2324
1385,365
2324,2240
2324,2926
2324,3081
2324,1385
2324,365
365,2240
365,2926
365,3081
365,1385
365,2324
2324,2926
2324,2063
2324,1385
2324,767
2324,2834
2324,2403
2324,2732
2926,2324
2926,2063
2926,1385
2926,767
2926,2834
2926,2403
2926,2732
2063,2324
2063,2926
2063,1385
2063,767
2063,2834
2063,2403
2063,2732
1385,2324
1385,2926
1385,2063
1385,767
1385,2834
1385,2403
1385,2732
767,2324
767,2926
767,2063
767,1385
767,2834
767,2403
767,2732
2834,2324
2834,2926
2834,2063
2834,1385
2834,767
2834,2403
2834,2732
2403,2324
2403,2926
2403,2063
2403,1385
2403,767
2403,2834
2403,2732
2732,2324
2732,2926
2732,2063
2732,1385
2732,767
2732,2834
2732,2403
2926,1385
2926,494
2926,204
2926,2189
1385,2926
1385,494
1385,204
1385,2189
494,2926
494,1385
494,204
494,2189
204,2926
204,1385
204,494
204,2189
2189,2926
2189,1385
2189,494
2189,204
2319,1794
1794,2319
2319,2225
2319,936
2319,1794
2225,2319
2225,936
2225,1794
936,2319
936,2225
936,1794
1794,2319
1794,2225
1794,936
2319,1517
2319,881
2319,1794
2319,2034
1517,2319
1517,881
1517,1794
1517,2034
881,2319
881,1517
881,1794
881,2034
1794,2319
1794,1517
1794,881
1794,2034
2034,2319
2034,1517
2034,881
2034,1794
2319,936
2319,1794
936,2319
936,1794
1794,2319
1794,936
1796,2319
1796,1106
2319,1796
2319,1106
1106,1796
1106,2319
1075,157
1075,2624
1075,2319
1075,629
157,1075
157,2624
157,2319
157,629
2624,1075
2624,157
2624,2319
2624,629
2319,1075
2319,157
2319,2624
2319,629
629,1075
629,157
629,2624
629,2319
1504,1176
1504,635
1504,2319
1504,572
1504,1781
1504,1794
1176,1504
1176,635
1176,2319
1176,572
1176,1781
1176,1794
635,1504
635,1176
635,2319
635,572
635,1781
635,1794
2319,1504
2319,1176
2319,635
2319,572
2319,1781
2319,1794
572,1504
572,1176
572,635
572,2319
572,1781
572,1794
1781,1504
1781,1176
1781,635
1781,2319
1781,572
1781,1794
1794,1504
1794,1176
1794,635
1794,2319
1794,572
1794,1781
3209,2955
3209,197
3209,2319
3209,384
2955,3209
2955,197
2955,2319
2955,384
197,3209
197,2955
197,2319
197,384
2319,3209
2319,2955
2319,197
2319,384
384,3209
384,2955
384,197
384,2319
281,2319
281,1399
281,2184
2319,281
2319,1399
2319,2184
1399,281
1399,2319
1399,2184
2184,281
2184,2319
2184,1399
2806,2694
2806,2319
2694,2806
2694,2319
2319,2806
2319,2694
465,317
465,2319
465,535
465,154
317,465
317,2319
317,535
317,154
2319,465
2319,317
2319,535
2319,154
535,465
535,317
535,2319
535,154
154,465
154,317
154,2319
154,535
610,2319
610,2757
610,3071
2319,610
2319,2757
2319,3071
2757,610
2757,2319
2757,3071
3071,610
3071,2319
3071,2757
281,2319
281,1399
281,2184
2319,281
2319,1399
2319,2184
1399,281
1399,2319
1399,2184
2184,281
2184,2319
2184,1399
2666,2319
2666,1938
2666,1794
2666,1448
2319,2666
2319,1938
2319,1794
2319,1448
1938,2666
1938,2319
1938,1794
1938,1448
1794,2666
1794,2319
1794,1938
1794,1448
1448,2666
1448,2319
1448,1938
1448,1794
1881,2266
1881,1315
1881,2319
2266,1881
2266,1315
2266,2319
1315,1881
1315,2266
1315,2319
2319,1881
2319,2266
2319,1315
1794,2319
1794,399
2319,1794
2319,399
399,1794
399,2319
2319,936
2319,1794
2319,1405
936,2319
936,1794
936,1405
1794,2319
1794,936
1794,1405
1405,2319
1405,936
1405,1794
1576,2319
1576,2225
1576,3057
2319,1576
2319,2225
2319,3057
2225,1576
2225,2319
2225,3057
3057,1576
3057,2319
3057,2225
1405,2319
1405,2444
1405,2037
1405,1794
2319,1405
2319,2444
2319,2037
2319,1794
2444,1405
2444,2319
2444,2037
2444,1794
2037,1405
2037,2319
2037,2444
2037,1794
1794,1405
1794,2319
1794,2444
1794,2037
1576,2225
1576,2319
1576,2538
2225,1576
2225,2319
2225,2538
2319,1576
2319,2225
2319,2538
2538,1576
2538,2225
2538,2319
999,2166
999,1339
2166,999
2166,1339
1339,999
1339,2166
2166,999
2166,2544
999,2166
999,2544
2544,2166
2544,999
3017,3208
3017,345
3017,878
3017,2166
3017,433
3208,3017
3208,345
3208,878
3208,2166
3208,433
345,3017
345,3208
345,878
345,2166
345,433
878,3017
878,3208
878,345
878,2166
878,433
2166,3017
2166,3208
2166,345
2166,878
2166,433
433,3017
433,3208
433,345
433,878
433,2166
932,2166
932,433
2166,932
2166,433
433,932
433,2166
1719,598
1719,2336
1719,1452
1719,2166
1719,433
598,1719
598,2336
598,1452
598,2166
598,433
2336,1719
2336,598
2336,1452
2336,2166
2336,433
1452,1719
1452,598
1452,2336
1452,2166
1452,433
2166,1719
2166,598
2166,2336
2166,1452
2166,433
433,1719
433,598
433,2336
433,1452
433,2166
932,596
932,2166
932,433
596,932
596,2166
596,433
2166,932
2166,596
2166,433
433,932
433,596
433,2166
932,2910
932,2166
932,433
2910,932
2910,2166
2910,433
2166,932
2166,2910
2166,433
433,932
433,2910
433,2166
3257,2126
3257,834
3257,1687
3257,707
3257,1527
3257,2166
3257,550
3257,433
2126,3257
2126,834
2126,1687
2126,707
2126,1527
2126,2166
2126,550
2126,433
834,3257
834,2126
834,1687
834,707
834,1527
834,2166
834,550
834,433
1687,3257
1687,2126
1687,834
1687,707
1687,1527
1687,2166
1687,550
1687,433
707,3257
707,2126
707,834
707,1687
707,1527
707,2166
707,550
707,433
1527,3257
1527,2126
1527,834
1527,1687
1527,707
1527,2166
1527,550
1527,433
2166,3257
2166,2126
2166,834
2166,1687
2166,707
2166,1527
2166,550
2166,433
550,3257
550,2126
550,834
550,1687
550,707
550,1527
550,2166
550,433
433,3257
433,2126
433,834
433,1687
433,707
433,1527
433,2166
433,550
2835,2492
2835,2166
2835,2800
2492,2835
2492,2166
2492,2800
2166,2835
2166,2492
2166,2800
2800,2835
2800,2492
2800,2166
932,3017
932,2166
932,433
932,2724
3017,932
3017,2166
3017,433
3017,2724
2166,932
2166,3017
2166,433
2166,2724
433,932
433,3017
433,2166
433,2724
2724,932
2724,3017
2724,2166
2724,433
932,1719
932,2166
932,433
1719,932
1719,2166
1719,433
2166,932
2166,1719
2166,433
433,932
433,1719
433,2166
668,277
668,2049
668,355
668,2166
277,668
277,2049
277,355
277,2166
2049,668
2049,277
2049,355
2049,2166
355,668
355,277
355,2049
355,2166
2166,668
2166,277
2166,2049
2166,355
1719,586
1719,1000
1719,2659
1719,2166
1719,433
586,1719
586,1000
586,2659
586,2166
586,433
1000,1719
1000,586
1000,2659
1000,2166
1000,433
2659,1719
2659,586
2659,1000
2659,2166
2659,433
2166,1719
2166,586
2166,1000
2166,2659
2166,433
433,1719
433,586
433,1000
433,2659
433,2166
1719,2166
1719,433
2166,1719
2166,433
433,1719
433,2166
1654,2166
1654,2804
2166,1654
2166,2804
2804,1654
2804,2166
2505,2064
2505,3125
2505,433
2505,2166
2064,2505
2064,3125
2064,433
2064,2166
3125,2505
3125,2064
3125,433
3125,2166
433,2505
433,2064
433,3125
433,2166
2166,2505
2166,2064
2166,3125
2166,433
453,1124
453,2166
1124,453
1124,2166
2166,453
2166,1124
453,1124
453,2166
1124,453
1124,2166
2166,453
2166,1124
1115,232
1115,2166
1115,121
232,1115
232,2166
232,121
2166,1115
2166,232
2166,121
121,1115
121,232
121,2166
932,2166
932,433
2166,932
2166,433
433,932
433,2166
853,1
1,853
853,1004
853,3222
853,3019
1004,853
1004,3222
1004,3019
3222,853
3222,1004
3222,3019
3019,853
3019,1004
3019,3222
853,3105
853,116
3105,853
3105,116
116,853
116,3105
2156,853
2156,874
853,2156
853,874
874,2156
874,853
2145,853
2145,1004
2145,1268
853,2145
853,1004
853,1268
1004,2145
1004,853
1004,1268
1268,2145
1268,853
1268,1004
1698,853
1698,2551
1698,2156
853,1698
853,2551
853,2156
2551,1698
2551,853
2551,2156
2156,1698
2156,853
2156,2551
2049,2274
2049,1533
2049,861
2049,504
2049,2907
2049,331
2049,74
2049,2880
2049,375
2049,1890
2049,2185
2049,853
2049,1004
2049,1610
2049,19
2049,39
2049,1433
2049,366
2049,2342
2049,2144
2049,129
2049,2443
2049,1366
2049,725
2049,1985
2049,496
2049,828
2049,2658
2049,1285
2049,1195
2049,2820
2274,2049
2274,1533
2274,861
2274,504
2274,2907
2274,331
2274,74
2274,2880
2274,375
2274,1890
2274,2185
2274,853
2274,1004
2274,1610
2274,19
2274,39
2274,1433
2274,366
2274,2342
2274,2144
2274,129
2274,2443
2274,1366
2274,725
2274,1985
2274,496
2274,828
2274,2658
2274,1285
2274,1195
2274,2820
1533,2049
1533,2274
1533,861
1533,504
1533,2907
1533,331
1533,74
1533,2880
1533,375
1533,1890
1533,2185
1533,853
1533,1004
1533,1610
1533,19
1533,39
1533,1433
1533,366
1533,2342
1533,2144
1533,129
1533,2443
1533,1366
1533,725
1533,1985
1533,496
1533,828
1533,2658
1533,1285
1533,1195
1533,2820
861,2049
861,2274
861,1533
861,504
861,2907
861,331
861,74
861,2880
861,375
861,1890
861,2185
861,853
861,1004
861,1610
861,19
861,39
861,1433
861,366
861,2342
861,2144
861,129
861,2443
861,1366
861,725
861,1985
861,496
861,828
861,2658
861,1285
861,1195
861,2820
504,2049
504,2274
504,1533
504,861
504,2907
504,331
504,74
504,2880
504,375
504,1890
504,2185
504,853
504,1004
504,1610
504,19
504,39
504,1433
504,366
504,2342
504,2144
504,129
504,2443
504,1366
504,725
504,1985
504,496
504,828
504,2658
504,1285
504,1195
504,2820
2907,2049
2907,2274
2907,1533
2907,861
2907,504
2907,331
2907,74
2907,2880
2907,375
2907,1890
2907,2185
2907,853
2907,1004
2907,1610
2907,19
2907,39
2907,1433
2907,366
2907,2342
2907,2144
2907,129
2907,2443
2907,1366
2907,725
2907,1985
2907,496
2907,828
2907,2658
2907,1285
2907,1195
2907,2820
331,2049
331,2274
331,1533
331,861
331,504
331,2907
331,74
331,2880
331,375
331,1890
331,2185
331,853
331,1004
331,1610
331,19
331,39
331,1433
331,366
331,2342
331,2144
331,129
331,2443
331,1366
331,725
331,1985
331,496
331,828
331,2658
331,1285
331,1195
331,2820
74,2049
74,2274
74,1533
74,861
74,504
74,2907
74,331
74,2880
74,375
74,1890
74,2185
74,853
74,1004
74,1610
74,19
74,39
74,1433
74,366
74,2342
74,2144
74,129
74,2443
74,1366
74,725
74,1985
74,496
74,828
74,2658
74,1285
74,1195
74,2820
2880,2049
2880,2274
2880,1533
2880,861
2880,504
2880,2907
2880,331
2880,74
2880,375
2880,1890
2880,2185
2880,853
2880,1004
2880,1610
2880,19
2880,39
2880,1433
2880,366
2880,2342
2880,2144
2880,129
2880,2443
2880,1366
2880,725
2880,1985
2880,496
2880,828
2880,2658
2880,1285
2880,1195
2880,2820
375,2049
375,2274
375,1533
375,861
375,504
375,2907
375,331
375,74
375,2880
375,1890
375,2185
375,853
375,1004
375,1610
375,19
375,39
375,1433
375,366
375,2342
375,2144
375,129
375,2443
375,1366
375,725
375,1985
375,496
375,828
375,2658
375,1285
375,1195
375,2820
1890,2049
1890,2274
1890,1533
1890,861
1890,504
1890,2907
1890,331
1890,74
1890,2880
1890,375
1890,2185
1890,853
1890,1004
1890,1610
1890,19
1890,39
1890,1433
1890,366
1890,2342
1890,2144
1890,129
1890,2443
1890,1366
1890,725
1890,1985
1890,496
1890,828
1890,2658
1890,1285
1890,1195
1890,2820
2185,2049
2185,2274
2185,1533
2185,861
2185,504
2185,2907
2185,331
2185,74
2185,2880
2185,375
2185,1890
2185,853
2185,1004
2185,1610
2185,19
2185,39
2185,1433
2185,366
2185,2342
2185,2144
2185,129
2185,2443
2185,1366
2185,725
2185,1985
2185,496
2185,828
2185,2658
2185,1285
2185,1195
2185,2820
853,2049
853,2274
853,1533
853,861
853,504
853,2907
853,331
853,74
853,2880
853,375
853,1890
853,2185
853,1004
853,1610
853,19
853,39
853,1433
853,366
853,2342
853,2144
853,129
853,2443
853,1366
853,725
853,1985
853,496
853,828
853,2658
853,1285
853,1195
853,2820
1004,2049
1004,2274
1004,1533
1004,861
1004,504
1004,2907
1004,331
1004,74
1004,2880
1004,375
1004,1890
1004,2185
1004,853
